filename,asset_type,title_en,title_ko,keywords_en,keywords_ko,category,batch,axis_subject,axis_color
cd-01.png,photo,Cute Korean boy in hanbok bowing for Chuseok greeting,추석 세배하는 귀여운 한복 남자아이,"hanbok boy, korean bowing, sebae, chuseok child, traditional greeting, cute boy, navy, cream, clip art, sticker, greeting card, social media, template, invitation, hanbok child, korean child, cute character, holiday greeting, traditional dress, chuseok kid, chuseok, korean traditional, transparent background, isolated, cute, no people, design element, decoration","한복 남자아이, 세배, 절하는 아이, 추석 아이, 명절 인사, 귀여운 소년, 남색, 크림, 클립아트, 스티커, 카드, 소셜 미디어, 템플릿, 초대장, 한복 아이, 한국 아이, 귀여운 캐릭터, 전통 의상, 추석, 한국 전통, 투명 배경, 아이솔레이티드, 귀여운, 사람 없음",9. Graphic Resources,chuseok_deco_20,세배하는 남자아이 (A 아이),남색-크림
cd-02.png,photo,Cute Korean girl in hanbok greeting for Chuseok,추석 인사하는 귀여운 한복 여자아이,"hanbok girl, korean girl, holiday greeting, chuseok child, traditional dress, cute girl, coral red, cream, clip art, sticker, greeting card, social media, template, invitation, hanbok child, korean child, cute character, chuseok kid, chuseok, korean traditional, transparent background, isolated, cute, no people, design element, decoration, flat illustration, hand drawn","한복 여자아이, 한국 소녀, 명절 인사, 추석 아이, 전통 의상, 귀여운 소녀, 홍색, 크림, 클립아트, 스티커, 카드, 소셜 미디어, 템플릿, 초대장, 한복 아이, 한국 아이, 귀여운 캐릭터, 추석, 한국 전통, 투명 배경, 아이솔레이티드, 귀여운, 사람 없음, 디자인 요소",9. Graphic Resources,chuseok_deco_20,인사하는 여자아이 (A 아이),홍색-크림
cd-03.png,photo,Cute hanbok child holding a plate of songpyeon rice cakes,송편 접시를 든 귀여운 한복 아이,"hanbok child, holding songpyeon, korean rice cake, chuseok food, cute kid, holiday child, mint green, cream, clip art, sticker, greeting card, social media, template, invitation, korean child, cute character, holiday greeting, traditional dress, chuseok kid, chuseok, korean traditional, transparent background, isolated, cute, no people, design element, decoration, flat illustration","한복 아이, 송편 든 아이, 한국 떡, 추석 음식, 귀여운 아이, 명절 아이, 민트, 크림, 클립아트, 스티커, 카드, 소셜 미디어, 템플릿, 초대장, 한국 아이, 귀여운 캐릭터, 명절 인사, 전통 의상, 추석 아이, 추석, 한국 전통, 투명 배경, 아이솔레이티드, 귀여운",9. Graphic Resources,chuseok_deco_20,송편 든 아이 (A 아이),민트-크림
cd-04.png,photo,Cute hanbok child making a wish under the full moon,보름달 아래 소원 비는 귀여운 한복 아이,"hanbok child, full moon wish, chuseok moon, korean child, praying child, holiday kid, navy, warm gold, clip art, sticker, greeting card, social media, template, invitation, cute character, holiday greeting, traditional dress, chuseok kid, chuseok, korean traditional, transparent background, isolated, cute, no people, design element, decoration, flat illustration, hand drawn","한복 아이, 보름달 소원, 추석 달, 한국 아이, 소원 비는 아이, 명절 아이, 남색, 금빛, 클립아트, 스티커, 카드, 소셜 미디어, 템플릿, 초대장, 귀여운 캐릭터, 명절 인사, 전통 의상, 추석 아이, 추석, 한국 전통, 투명 배경, 아이솔레이티드, 귀여운, 사람 없음",9. Graphic Resources,chuseok_deco_20,보름달 보는 아이 (A 아이),남색-금빛
cd-05.png,photo,Cute Korean brother and sister in hanbok for Chuseok,추석 한복 입은 귀여운 남매,"hanbok siblings, korean children, boy and girl, chuseok kids, traditional dress, cute pair, coral, navy, clip art, sticker, greeting card, social media, template, invitation, hanbok child, korean child, cute character, holiday greeting, chuseok kid, chuseok, korean traditional, transparent background, isolated, cute, no people, design element, decoration, flat illustration","한복 남매, 한국 아이들, 남자아이 여자아이, 추석 아이들, 전통 의상, 귀여운 커플, 홍색, 청색, 클립아트, 스티커, 카드, 소셜 미디어, 템플릿, 초대장, 한복 아이, 한국 아이, 귀여운 캐릭터, 명절 인사, 추석 아이, 추석, 한국 전통, 투명 배경, 아이솔레이티드, 귀여운",9. Graphic Resources,chuseok_deco_20,남매 한 쌍 (A 아이),홍청-크림
cd-06.png,photo,Cute hanbok child holding a lucky pouch bokjumeoni,복주머니를 든 귀여운 한복 아이,"hanbok child, lucky pouch, bokjumeoni, chuseok child, korean kid, holiday greeting, navy, gold, clip art, sticker, greeting card, social media, template, invitation, korean child, cute character, traditional dress, chuseok kid, chuseok, korean traditional, transparent background, isolated, cute, no people, design element, decoration, flat illustration, hand drawn","한복 아이, 복주머니, 행운 주머니, 추석 아이, 한국 아이, 명절 인사, 남색, 금색, 클립아트, 스티커, 카드, 소셜 미디어, 템플릿, 초대장, 귀여운 캐릭터, 전통 의상, 추석, 한국 전통, 투명 배경, 아이솔레이티드, 귀여운, 사람 없음, 디자인 요소, 데코레이션",9. Graphic Resources,chuseok_deco_20,복주머니 든 아이 (A 아이),남색-금빛
cd-07.png,photo,Cute rabbit in hanbok greeting for Korean Chuseok,추석 인사하는 귀여운 한복 토끼,"hanbok rabbit, cute bunny, greeting rabbit, chuseok rabbit, korean mascot, holiday bunny, cream, coral, clip art, sticker, greeting card, social media, template, invitation, rabbit character, moon rabbit, folk rabbit, mascot, holiday animal, chuseok, korean traditional, transparent background, isolated, cute, no people, design element, decoration, flat illustration","한복 토끼, 귀여운 토끼, 인사 토끼, 추석 토끼, 한국 마스코트, 명절 토끼, 크림, 홍색, 클립아트, 스티커, 카드, 소셜 미디어, 템플릿, 초대장, 토끼 캐릭터, 달토끼, 민속 토끼, 마스코트, 명절 동물, 추석, 한국 전통, 투명 배경, 아이솔레이티드, 귀여운",9. Graphic Resources,chuseok_deco_20,한복 입은 토끼 (B 토끼),크림-홍색
cd-08.png,photo,Two cute rabbits pounding rice cake for Chuseok,추석 방아 찧는 귀여운 토끼 두 마리,"moon rabbit, rice pounding, two rabbits, chuseok rabbit, folk rabbit, cute bunny, cream, navy, clip art, sticker, greeting card, social media, template, invitation, rabbit character, mascot, holiday animal, chuseok, korean traditional, transparent background, isolated, cute, no people, design element, decoration, flat illustration, hand drawn, hangawi","달토끼, 방아 찧기, 토끼 두 마리, 추석 토끼, 민속 토끼, 귀여운 토끼, 크림, 남색, 클립아트, 스티커, 카드, 소셜 미디어, 템플릿, 초대장, 토끼 캐릭터, 마스코트, 명절 동물, 추석, 한국 전통, 투명 배경, 아이솔레이티드, 귀여운, 사람 없음, 디자인 요소",9. Graphic Resources,chuseok_deco_20,방아 찧는 토끼 두 마리 (B 토끼),크림-남색
cd-09.png,photo,Cute rabbit hugging a full harvest moon illustration,보름달을 안은 귀여운 토끼 일러스트,"moon rabbit, harvest moon, hugging moon, chuseok rabbit, cute bunny, lunar rabbit, cream, warm gold, clip art, sticker, greeting card, social media, template, invitation, rabbit character, folk rabbit, mascot, holiday animal, chuseok, korean traditional, transparent background, isolated, cute, no people, design element, decoration, flat illustration, hand drawn","달토끼, 한가위 달, 달 안은 토끼, 추석 토끼, 귀여운 토끼, 달 토끼, 크림, 금빛, 클립아트, 스티커, 카드, 소셜 미디어, 템플릿, 초대장, 토끼 캐릭터, 민속 토끼, 마스코트, 명절 동물, 추석, 한국 전통, 투명 배경, 아이솔레이티드, 귀여운, 사람 없음",9. Graphic Resources,chuseok_deco_20,보름달 안은 토끼 (B 토끼),크림-금빛
cd-10.png,photo,Cute rabbit holding songpyeon rice cake for Chuseok,추석 송편을 든 귀여운 토끼,"cute rabbit, holding songpyeon, chuseok rabbit, korean rice cake, folk bunny, holiday rabbit, mint green, cream, clip art, sticker, greeting card, social media, template, invitation, rabbit character, cute bunny, moon rabbit, folk rabbit, mascot, holiday animal, chuseok, korean traditional, transparent background, isolated, cute, no people, design element, decoration","귀여운 토끼, 송편 든 토끼, 추석 토끼, 한국 떡, 민속 토끼, 명절 토끼, 민트, 크림, 클립아트, 스티커, 카드, 소셜 미디어, 템플릿, 초대장, 토끼 캐릭터, 달토끼, 마스코트, 명절 동물, 추석, 한국 전통, 투명 배경, 아이솔레이티드, 귀여운, 사람 없음",9. Graphic Resources,chuseok_deco_20,송편 든 토끼 (B 토끼),민트-크림
