filename,asset_type,title_en,title_ko,keywords_en,keywords_ko,category,batch,axis_subject,axis_color
exosome-01.png,photo,A large glowing translucent exosome sphere on dark background,글로우 엑소좀 구체 · 네온 바이오텍,"sphere, membrane, electric blue, neon violet, molecule, molecular structure, particle, nanotechnology, cell, atom, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology, healthcare","구체, 막, 블루, 퍼플, 분자, 입자, 나노, 세포, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 생물학, 헬스케어, 디지털",9. Graphic Resources,exosome_40,글로우 엑소좀 구체,블루/퍼플
exosome-02.png,photo,Three glowing translucent exosome spheres of different sizes,엑소좀 클러스터 · 네온 바이오텍,"sphere, cluster, membrane, electric blue, neon violet, molecule, molecular structure, particle, nanotechnology, cell, atom, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology","구체, 클러스터, 막, 블루, 퍼플, 분자, 입자, 나노, 세포, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 생물학, 헬스케어",9. Graphic Resources,exosome_40,엑소좀 클러스터,블루/퍼플
exosome-03.png,photo,A cross-section of a glowing exosome sphere on dark background,엑소좀 단면 · 네온 바이오텍,"sphere, cross section, electric blue, neon violet, molecule, molecular structure, particle, nanotechnology, cell, atom, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology, healthcare","구체, 단면, 블루, 퍼플, 분자, 입자, 나노, 세포, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 생물학, 헬스케어, 디지털",9. Graphic Resources,exosome_40,엑소좀 단면,블루/퍼플
exosome-04.png,photo,An extreme macro of a glowing exosome membrane surface,엑소좀 막 표면 · 네온 바이오텍,"membrane, electric blue, neon violet, molecule, molecular structure, particle, nanotechnology, sphere, cell, atom, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology, healthcare","막, 블루, 퍼플, 분자, 입자, 나노, 구체, 세포, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 생물학, 헬스케어, 디지털",9. Graphic Resources,exosome_40,엑소좀 막 표면,블루/퍼플
exosome-05.png,photo,A flowing stream of small glowing exosome spheres,엑소좀 광류 · 네온 바이오텍,"sphere, stream, electric blue, neon violet, molecule, molecular structure, particle, nanotechnology, cell, atom, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology, healthcare","구체, 흐름, 블루, 퍼플, 분자, 입자, 나노, 세포, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 생물학, 헬스케어, 디지털",9. Graphic Resources,exosome_40,엑소좀 광류,블루/퍼플
exosome-06.png,photo,A central glowing exosome sphere on dark background,엑소좀 오빗 · 네온 바이오텍,"sphere, orbit, orb, electric blue, neon violet, molecule, molecular structure, particle, nanotechnology, cell, atom, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology","구체, 궤도, 오브, 블루, 퍼플, 분자, 입자, 나노, 세포, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 생물학, 헬스케어",9. Graphic Resources,exosome_40,엑소좀 오빗,블루/퍼플
exosome-07.png,photo,Two glowing translucent exosome spheres merging,엑소좀 융합 · 네온 바이오텍,"sphere, fusion, electric blue, neon violet, molecule, molecular structure, particle, nanotechnology, cell, atom, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology, healthcare","구체, 융합, 블루, 퍼플, 분자, 입자, 나노, 세포, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 생물학, 헬스케어, 디지털",9. Graphic Resources,exosome_40,엑소좀 융합,블루/퍼플
exosome-08.png,photo,A glowing exosome sphere on dark background,엑소좀 나선 · 네온 바이오텍,"sphere, membrane, strand, electric blue, neon violet, molecule, molecular structure, particle, nanotechnology, cell, atom, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology","구체, 막, 가닥, 블루, 퍼플, 분자, 입자, 나노, 세포, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 생물학, 헬스케어",9. Graphic Resources,exosome_40,엑소좀 나선,블루/퍼플
exosome-09.png,photo,A single glowing droplet-shaped exosome on dark background,엑소좀 스파클 · 네온 바이오텍,"droplet, electric blue, neon violet, molecule, molecular structure, particle, nanotechnology, sphere, cell, atom, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology, healthcare","방울, 블루, 퍼플, 분자, 입자, 나노, 구체, 세포, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 생물학, 헬스케어, 디지털",9. Graphic Resources,exosome_40,엑소좀 스파클,블루/퍼플
exosome-10.png,photo,A field of small glowing exosome spheres scattered like distant,엑소좀 필드 · 네온 바이오텍,"sphere, field, electric blue, neon violet, molecule, molecular structure, particle, nanotechnology, cell, atom, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology, healthcare","구체, 필드, 블루, 퍼플, 분자, 입자, 나노, 세포, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 생물학, 헬스케어, 디지털",9. Graphic Resources,exosome_40,엑소좀 필드,블루/퍼플
exosome-11.png,photo,A cell membrane cross-section gently releasing a small glowing,세포막 버딩 · 네온 바이오텍,"sphere, cross section, membrane, neon green, electric cyan, cell, cell membrane, vesicle, cellular, biology, microorganism, organism, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup","구체, 단면, 막, 그린, 블루, 핑크, 세포, 세포막, 베지클, 생물학, 미생물, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로",9. Graphic Resources,exosome_40,세포막 버딩,그린/블루/핑크
exosome-12.png,photo,A small vesicle budding off from a larger glowing cell membrane,베지클 버딩 · 네온 바이오텍,"membrane, vesicle, cell, neon pink, azure blue, cell membrane, cellular, biology, microorganism, organism, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology, healthcare","막, 베지클, 세포, 그린, 블루, 핑크, 세포막, 생물학, 미생물, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 분자, 헬스케어",9. Graphic Resources,exosome_40,베지클 버딩,그린/블루/핑크
exosome-13.png,photo,An extreme macro of a lipid bilayer sphere surface,지질층 매크로 · 네온 바이오텍,"sphere, lipid bilayer, neon green, electric cyan, cell, cell membrane, vesicle, cellular, biology, microorganism, organism, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology","구체, 지질층, 그린, 블루, 핑크, 세포, 세포막, 베지클, 생물학, 미생물, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 분자",9. Graphic Resources,exosome_40,지질층 매크로,그린/블루/핑크
exosome-14.png,photo,A glowing sphere resembling a cell nucleus on dark background,핵 오빗 · 네온 바이오텍,"sphere, orbit, nucleus, neon pink, azure blue, cell, cell membrane, vesicle, cellular, biology, microorganism, organism, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup","구체, 궤도, 핵, 그린, 블루, 핑크, 세포, 세포막, 베지클, 생물학, 미생물, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로",9. Graphic Resources,exosome_40,핵 오빗,그린/블루/핑크
exosome-15.png,photo,A translucent two-layer membrane sphere on dark background,이중막 구체 · 네온 바이오텍,"sphere, membrane, neon pink, azure blue, cell, cell membrane, vesicle, cellular, biology, microorganism, organism, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology","구체, 막, 그린, 블루, 핑크, 세포, 세포막, 베지클, 생물학, 미생물, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 분자",9. Graphic Resources,exosome_40,이중막 구체,그린/블루/핑크
exosome-16.png,photo,A microscopic view of a cell releasing several small glowing,세포 방출 · 네온 바이오텍,"sphere, cell, neon pink, azure blue, cell membrane, vesicle, cellular, biology, microorganism, organism, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology, healthcare","구체, 세포, 그린, 블루, 핑크, 세포막, 베지클, 생물학, 미생물, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 분자, 헬스케어",9. Graphic Resources,exosome_40,세포 방출,그린/블루/핑크
exosome-17.png,photo,A glowing molecular chain winding gently through dark space,분자 사슬 · 네온 바이오텍,"molecular chain, neon green, electric cyan, cell, cell membrane, vesicle, cellular, biology, microorganism, organism, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology, healthcare","사슬, 그린, 블루, 핑크, 세포, 세포막, 베지클, 생물학, 미생물, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 분자, 헬스케어",9. Graphic Resources,exosome_40,분자 사슬,그린/블루/핑크
exosome-18.png,photo,A vesicle sphere on dark background,베지클 알갱이 · 네온 바이오텍,"sphere, membrane, vesicle, neon green, electric cyan, cell, cell membrane, cellular, biology, microorganism, organism, exosome, biotechnology, science, 3d render, dark background, glowing, neon, futuristic, medical, research, abstract, technology, macro, scientific, molecular, closeup, microbiology","구체, 막, 베지클, 그린, 블루, 핑크, 세포, 세포막, 생물학, 미생물, 엑소좀, 바이오텍, 과학, 3d 렌더, 다크 배경, 발광, 네온, 미래적, 의학, 연구, 추상, 기술, 매크로, 분자",9. Graphic Resources,exosome_40,베지클 알갱이,그린/블루/핑크
