배치명,컷라벨,플랫폼,승인여부,거절사유,30일DL,90일DL,주제축,색축,구도축,형태
가을60,autumn-01,Adobe,,,,가을 과수원,웜 오렌지-골드,eye-level hero,wide landscape
가을60,autumn-02,Adobe,,,,가을 과수원,웜 오렌지-골드,45-degree,wide landscape
가을60,autumn-03,Adobe,,,,가을 과수원,웜 오렌지-골드,overhead flat,wide landscape
가을60,autumn-04,Adobe,,,,단풍 산책길,레드-오렌지,eye-level hero,wide landscape
가을60,autumn-05,Adobe,,,,단풍 산책길,레드-오렌지,45-degree,wide landscape
가을60,autumn-06,Adobe,,,,단풍 산책길,레드-오렌지,low-angle,wide landscape
가을60,autumn-07,Adobe,,,,추석 한과 상차림,웜 브라운-크림,45-degree hero,square
가을60,autumn-08,Adobe,,,,추석 한과 상차림,웜 브라운-크림,overhead flat,square
가을60,autumn-09,Adobe,,,,추석 한과 상차림,웜 브라운-크림,eye-level,square
가을60,autumn-10,Adobe,,,,코스모스 들판,핑크-라벤더,eye-level hero,wide landscape
미캔36,miri-best-01,MiriCanvas,,,,부동산 외관,밝은 화이트톤,eye-level hero,4:5 card
미캔36,miri-best-02,MiriCanvas,,,,부동산 인테리어,밝은 화이트톤,45-degree,4:5 card
미캔36,miri-best-03,MiriCanvas,,,,부동산 거실,밝은 화이트톤,eye-level,4:5 card
미캔36,miri-best-04,MiriCanvas,,,,부동산 침실,밝은 화이트톤,45-degree,4:5 card
미캔36,miri-best-05,MiriCanvas,,,,부동산 주방,밝은 화이트톤,eye-level,4:5 card
미캔36,miri-best-06,MiriCanvas,,,,부동산 욕실,밝은 화이트톤,eye-level,4:5 card
미캔36,miri-best-07,MiriCanvas,,,,부동산 테라스,밝은 화이트톤,eye-level,4:5 card
미캔36,miri-best-08,MiriCanvas,,,,부동산 옥상,밝은 화이트톤,overhead,4:5 card
미캔36,miri-best-09,MiriCanvas,,,,가족 아기,밝은 화이트톤,eye-level,4:5 card
미캔36,miri-best-10,MiriCanvas,,,,가족 임산부,밝은 화이트톤,45-degree,4:5 card
엑소좀40,exosome-01,Adobe,,,,엑소좀 분자,네온 블루-퍼플,macro hero,square
엑소좀40,exosome-02,Adobe,,,,엑소좀 분자,네온 그린-블루,macro hero,square
엑소좀40,exosome-03,Adobe,,,,엑소좀 세포,네온 핑크-블루,micro,square
엑소좀40,exosome-04,Adobe,,,,엑소좀 세포,네온 시안-퍼플,micro,square
엑소좀40,exosome-05,Adobe,,,,엑소좀 피부,네온 골드-블루,macro,wide landscape
카와이24,miri-kawaii-01,MiriCanvas,,,,인플레이터블 하트,소프트 핑크,eye-level hero,4:5 card
카와이24,miri-kawaii-02,MiriCanvas,,,,인플레이터블 리본,버터 옐로-민트,eye-level hero,4:5 card
카와이24,miri-kawaii-03,MiriCanvas,,,,인플레이터블 꽃,피치 핑크-세이지,eye-level hero,4:5 card
카와이24,miri-kawaii-04,MiriCanvas,,,,인플레이터블 별,베이비 블루-라벤더,eye-level,4:5 card
카와이24,miri-kawaii-05,MiriCanvas,,,,인플레이터블 구름,페일 스카이 블루,eye-level,4:5 card
카와이24,miri-kawaii-06,MiriCanvas,,,,인플레이터블 캔디,딸기 핑크-민트,45-degree,4:5 card
카와이24,miri-kawaii-07,MiriCanvas,,,,인플레이터블 케이크,피치 크림-핑크,45-degree,4:5 card
카와이24,miri-kawaii-08,MiriCanvas,,,,인플레이터블 하트리본,소프트 핑크-옐로,eye-level,4:5 card
카와이24,miri-kawaii-09,MiriCanvas,,,,유리 하트,페일 핑크,eye-level hero,4:5 card
카와이24,miri-kawaii-10,MiriCanvas,,,,젤리 별,소프트 피치,eye-level,4:5 card
카와이24,miri-kawaii-11,MiriCanvas,,,,대리석 플레이트,화이트 마블,45-degree,4:5 card
카와이24,miri-kawaii-12,MiriCanvas,,,,크리스탈 큐브,페일 블루,eye-level,4:5 card
카와이24,miri-kawaii-13,MiriCanvas,,,,유리 화병,페일 세이지,45-degree,4:5 card
카와이24,miri-kawaii-14,MiriCanvas,,,,젤리 꽃,소프트 코랄-민트,eye-level,4:5 card
카와이24,miri-kawaii-15,MiriCanvas,,,,대리석 배경,화이트 마블,overhead flat,4:5 card
카와이24,miri-kawaii-16,MiriCanvas,,,,크리스탈 다이아,페일 라벤더,eye-level,4:5 card
카와이24,miri-kawaii-17,MiriCanvas,,,,미니멀 사선,소프트 피치-크림,overhead flat,4:5 card
카와이24,miri-kawaii-18,MiriCanvas,,,,미니멀 그리드,웜 크림-그레이,overhead flat,4:5 card
카와이24,miri-kawaii-19,MiriCanvas,,,,미니멀 원+사선,소프트 라벤더,overhead flat,4:5 card
카와이24,miri-kawaii-20,MiriCanvas,,,,미니멀 컬러블록,피치-옐로-민트,overhead flat,4:5 card
카와이24,miri-kawaii-21,MiriCanvas,,,,미니멀 라인+도트,웜 크림-그레이,overhead flat,4:5 card
카와이24,miri-kawaii-22,MiriCanvas,,,,미니멀 웨이브,페일 스카이 블루,overhead flat,4:5 card
카와이24,miri-kawaii-23,MiriCanvas,,,,미니멀 사각그리드,핑크-옐로-민트,overhead flat,4:5 card
카와이24,miri-kawaii-24,MiriCanvas,,,,미니멀 삼각형,소프트 코랄,overhead flat,4:5 card
